제목,가사,가수,발매일,좋아요수,장르
애화 (With 한은지),"밤하늘에 별이 빛나고
아련한 달빛 유독 예쁘던 날
조금 일찍 잠들었다면
지금의 나는 다른 모습일까
너의 이름 듣고 내가 얼마나
아파했는지 아무 말 못하고
잘 지내냐는 말에 반짝이던 별들이
얼마나 슬프게 보이던지
왜 그때 너를 알게 됐을까
조금만 후에 만났었더라면
멈춰버린 마음속의 시간은
버리지 못한 미련을 떠안고
난 또 다시
널 만나러 가는 길에
함께 한 추억 그 향기에 젖어
아직까지 내가 이렇단 걸
알게 된다면 얼마나 우스울까
나를 보며 웃는 너의 모습이
힘들 것 같아 다시 돌아갈까
어렸던 시절속의 우리가 아니기에
아무런 의미도 없을 텐데
왜 그때 너를 알게 됐을까
조금만 후에 만났었더라면
멈춰버린 마음속의 시간은
버리지 못한 미련을 떠안고
난 또 다시
빛바랜 기억들 마주하고 앉아
아물었던 상처는 다시 꽃을 피워
왜 그때 너를 알게 됐을까
조금만 후에 만났었더라면
멈춰버린 마음속의 시간은
버리지 못한 미련을 떠안고
이루지 못한 사랑을 안고
난 또 다시",언센트 (Unsent),2018.01.25,28,발라드
나 홀로 집에,"크리스마스에 오늘도 혼자 집에
너무해 너무해 친구들은 다 있는데
왜 나만 없는 건데 날 사랑해 줄 사람
난 여전히 Lonely but
모두들 즐거워 보이는데
텅 빈 내 마음 채워줄 수 있나요
텅 빈 내 방 들어와 줄 사람 없나
퉁퉁 부은 내 두 눈 닦아 줄 사람 없나요
언젠간 내 곁에 있어 줘요 기다리는 난
홀로 집에 영원히 나만 사랑해주는
그런 사람 기다릴래
언제나 내 곁에 있어줘요 단 한 번도
나 홀로 집에 두지 않을 그런 사람 Oh
홀로인 내게
Yolo인 존재가 되어줘 있어 줘
나 홀로 집에
난 멍하니 가만히 시계만 보자니
뭐 딱히 할 일이 없다니 요즘 왜 이러니
뭐어어 뭐어어 오늘도 그냥
뭐어어라도 해야 하는데 휴
커플들 좋다고 SNS 사진 올리고
너는 남자친구 언제 만들 건데
니가 니가 뭔데 니가 니가 뭔데
I don't know never
놀리지 말아줘
텅 빈 내 마음 채워줄 수 있나요
텅 빈 내 방 들어와 줄 사람 없나
퉁퉁 부은 내 두 눈 닦아 줄 사람 없나요
언젠간 내 곁에 있어 줘요 기다리는 난
홀로 집에 영원히 나만 사랑해주는
그런 사람 기다릴래
언제나 내 곁에 있어줘요 단 한 번도
나 홀로 집에 두지 않을 그런 사람 Oh
홀로인 내게
Yolo인 존재가 되어줘 있어 줘
있어 줘
오늘 밤 나 홀로 생각해
누군가 찾아오지 않을까
저 달이 사라지기 전에
더 늦기 전에 내게 다가와 줘요
언젠간 내 곁에 있어 줘요 기다리는 난
홀로 집에 영원히 나만 사랑해주는
그런 사람 기다릴래
언제나 내 곁에 있어줘요 단 한 번도
나 홀로 집에 두지 않을 그런 사람 Oh
홀로인 내게
Yolo인 존재가 되어줘 있어 줘
나 홀로 집에",아리트(AR2T),2018.01.25,41,"발라드, 인디음악"
산다는 것은,"어디로 가야 하나
멀기만 한 세월
단 하루를 살아도
마음 편하고 싶어
그래도 난 분명하지 않은
갈 길에 몸을 기댔어
날마다 난 태어나는 거였고
난 날마다 죽는거와 같았지
내 어깨 위로 짊어진 삶이
너무 무거워
지쳤다는 말조차 하기 힘들 때
다시 나의 창을 두드리는
그대가 있고
어둠을 거둘 빛과 같아서
여기서가 끝이 아님을
우린 기쁨처럼 알게 되고
산다는 건 그것만으로도
의미는 충분한 거지
날마다 난 태어나는 거였고
난 날마다 또 다른 꿈을 꾸었지
내 어깨 위로 짊어진 삶이
너무 무거워
지쳤다는 말조차 하기 힘들 때
다시 나의 창을 두드리는
그대가 있고
어둠을 거둘 빛과 같아서
여기서가 끝이 아님을
우린 기쁨처럼 알게 되고
산다는 건 그것만으로도
의미는 충분한 거지
의미는 충분한 거지",지예,2018.01.25,23,발라드
졸업,"혹시 기억나 우리 낯설었던 그때
아직 낙서 없는 교과서의 냄새
차갑던 3월의 교실 나에게 다가와
말 걸어주던 네 목소리도
다려진 교복 잘 가
good bye
초록색 버스 그리울 거야
추운 겨울 지나 새로운 봄이 오면
따스한 햇살이 다시 널 안아줄 거야
Happy new year
라라라라라라
함께 불렀던 그 노래
라라라라라라
길거리에서 들리면
라라라라라라
너도 내 생각나겠지
가끔씩은
가끔 아냐 아주 많이
네가 보고 싶을 거야
늘 가던 그때 분식집도
한번 가볼 거야
교복에서 정장 신고 싶던
구두는 정작
낯설어 운동화가 편한 나인가 봐
난 아직 실감 안나 이젠 못 가는
매점도 벌써 그립나 봐
지겹던 야자
점심시간 전 미리 빼놓은 의자
이젠 이 모든 것들도
함께한 시간 잘 가
good bye
첨 만나 설렜던 그 기억
good bye
추운 겨울 지나 새로운 해가 뜨면
지금 이 순간마저
웃으며 추억하겠지
good bye seventeen
고마운 사람들 안녕
good bye
함께한 매일이 그립겠지만
따듯한 봄이 오고 하얀 꽃이 필 때면
정말 수고했다고 내가 안아줄래요
고마웠어요
라라라라라라
라라라라라라
라라라라라라
라라라라",오브로젝트,2018.01.26,729,"발라드, 인디음악"
결혼해줄래,"너와 만난 하루하루가
벌써 몇 년이 된 걸까
너와 함께 보낸 시간들
우리가 함께 걸었던 그 길들
우 이대로 이렇게
머물러도 될 당신이라면
우 내 마음 이렇게
너에게 고백할게
나와 결혼해줄래 그대
나와 함께 해줄래 그대
항상 곁에 있을게 내가
그대 그대 결혼해주겠니
나를 바라보는 너의 모습
어쩜 이렇게 사랑스러운 걸까
우 아름다운 그대
매일 그댈 볼 수 있다면
우 사랑스러운 그대
그대와 행복할 수 있다면
나와 결혼해줄래 그대
나와 함께 해줄래 그대
항상 곁에 있을게 내가
그대 그대 결혼해주겠니
홀로 지쳐 걷던 길
이젠 내가 너의 발맞춰
걸을 테니까
행복하게 해줄게 그대
너를 웃게 해줄게 그대
변함없이 널 사랑할 게
그대 그대 결혼해주겠니",S2D2,2018.01.26,16,발라드
너만 있으면 다였는데.. (Inst.),"너만 있으면 다였는데
좋았던 날도 아팠던 날도 모두
참 이상하더라 나 말야
니가 없으면
아무 것도 못할 줄 알았는데
아니더라 잘 참더라 모두 잊더라
밥을 먹을 때 친구와 수다 떨 때
누군가 또 만날 때
단 한 번도 니 생각 정말 안 나더라
그런데 말야 솔직히 더 슬픈 건 말야
그리움도 미련도 다시 내게 올 거란
그 자그마한 기대도
아무런 느낌도 없단 거야
참 이상하더라 나 말야
니가 없는 난
꿈에서도 본 적이 없었는데
아니더라 괜찮더라 덤덤하더라
밥을 먹을 때 친구와 수다 떨 때
누군가 또 만날 때
단 한 번도 니 생각 정말 안 나더라
그런데 말야 솔직히 더 슬픈 건 말야
그리움도 미련도 다시 내게 올 거란
그 자그마한 기대도
느낄 수 없단 거야 매일같이 말해도
거울에 비치는 내게서 니가 보여
사실은 말야
밥을 먹어도 친구와 얘길 해도
누군가 또 만나도
한 순간도 니 모습 잊지 못하더라
그런데 말야 지금 나 더 슬픈 건 말야
모두 너란 말이야
너무 많이 닮아서 이젠 내가 너라서
아직 널 잊을 수 없잖아
너만 있으면 다였는데 좋았던 날도
아팠던 날도",김연지,2018.01.25,60,발라드
여정,"답답함에 끌려 주위를 뒤적이다
숨을 쉬는 사진에 가슴이 막혀와
잠깐 멈칫했던 호흡을 다 제치고
무작정 밖으로 나와 한참을 걸었어
어떤 감정인 지도 모를
울컥함에 비추기 싫었던
눈물을 쏟아내며
무작정 그곳을 향해 갔어
너를 만나기 위해
여기까지 온 거야
한 발자국 앞에 네가 있어
요동치는 마음도
가라앉히지 못한 채로
무작정 이곳으로 온 거야
너를 만나기 위해 끝없이 달려왔어
지금 내 눈앞엔 네가 있어
지구를 반 바퀴 돌아
이곳에 닿기까지
왜 이렇게 오래 걸린 건지
어떤 감정인지 모를 울컥함에
비추기 싫었던 눈물을 쏟아내며
무작정 그곳을 향해 갔어
너를 만나기 위해 여기까지 온 거야
한 발자국 앞에 네가 있어
설레이는 마음도
가라앉히지 못한 채로
무작정 이곳으로 온 거야
너를 만나기 위해
이렇게 힘들었나 봐
지금 내 눈앞엔 네가 있어
지구를 돌고 돌아서
이곳에 닿기까지
왜 이렇게 힘겨웠던 건지",연경,2018.01.26,35,"발라드, 인디음악"
첫학기 (부제 : Family Love),"곁에 있을때 보단
떨어져 지내면 그립고
당연했던 것들도
사랑이라 생각되는
We Are Family Family Love
너를 사랑해 꽉 안아줄게
We Are Family Family Love
늘 함께해 이대로
때론 짐이 되기도
때론 생각못한 실수로
실망 시킬 때에도
감싸주고 아껴주는
We Are Family Family Love
너를 사랑해 꽉 안아줄게
We Are Family Family Love
늘 함께해 이대로
자주 표현 못해도
서툰 표현조차도
내 맘 그런게 아닌걸
항상 사랑해줄게
평생 지켜가 볼게
우리는 가족이야
We Are Family Family Love
너를 사랑해 꽉 안아줄게
We Are Family Family Love
늘 함께해 이대로
서로 사랑해 평생토록",하진우,2018.01.26,16,"발라드, 국내영화"
그래도 괜찮아,"꺼진 TV 속에 비춰진
내 모습이 우울해 보여
무릎을 안고 고갤 묻어도
나오는 건 한숨뿐
가끔은 이렇게 혼자 있고만 싶어
이제 새벽 4시
너무나 이른 시각 눈이 뜨였어
눈을 감아도 돌아누워도
나오는 건 한숨뿐
가끔은 이렇게 아무 생각 없고 싶어
오늘을 위한 시간 내일을 위한 오늘
흘러만 가는 시간 내일은 또 오는데
이 노래가 끝나도 이유 없는 우울은
계속 될 것 같아 무서워
눈을 감아버려도
그래도 괜찮아 그래도 괜찮아
막 힘들어도 울고 싶어도
그래 그대로 괜찮아
그래도 괜찮아 그래도 괜찮아질 거야
한숨 참기 힘들어도
오늘을 위한 시간 내일을 위한 오늘
흘러만 가는 시간 내일은 또 오는데
이 노래가 끝나도 이유 없는 우울은
계속 될 것 같아 무서워
눈을 감아버려도
그래도 괜찮아 그래도 괜찮아
막 힘들어도 울고 싶어도
그래 그대로 괜찮아
그래도 괜찮아 그래도 괜찮아질 거야
눈물 참기 힘들어도
그래도 괜찮아 그래도 괜찮아
막 힘들어도 울고 싶어도
그래 그대로 괜찮아
그래도 괜찮아 그래도 괜찮아질 거야
눈물 참기 힘들어도
눈물 참기 힘들어도",Dear.moon,2018.01.26,4,발라드
바람 그대,"바람처럼 불어온 그대
스치는 숨결 속에 들어와 머물러있네
사랑 그림자처럼 내게
그어낼 수도 없는 것처럼 내 곁에 있네
기다려온 나의 빈 가슴 곁을 채워줄
그대 마음들 내 맘에 놓아두기를
바람처럼 불어온 그대
스치듯 숨결 속에 들어와 내 곁에 있네
사랑 그림자처럼 내게
지워낼 수도 없는 것처럼 머물러있네
기다렸던 그대의 가슴 곁을 채워줄
나의 마음들 그곳에 놓아두기를
그대 마음에
나의 마음에
놓아두기를",마리아주 (Mariage),2018.01.26,82,"발라드, 인디음악"
이별노래 (Inst.),"말 할 수가 없었어
끝을 알고 있던 너와 나
매일 꾹 참고 참아 못한 그 말
이제 우리 그만해
그땐 참 따뜻했어
추운 밤하늘에 빛나는 별도
별다를 것 없는 똑같은 밤도
이젠 춥고 쓸쓸해
이미 봤겠지만 너와 찍은 사진은
다 비공개야
피곤해 야 너의 안부를 묻는
친구들에겐 다 말했어
음 별 말 안했어
나 지금 작업해야 되니까
phone은 넣어둘게
이미 베어버린 너란 습관들은 꺼둘게
I don’t know
if I can take u 너랑 가기가
이 밤은 너무 길어 우리 여기까지만
미워 매일 아침에
지겹게 들리던 잔소리
마저 사실 그리워해
Baby u know I gotta leave you 널
잊지 못해 힘들지 몰라도
But I’ll be okay
이젠 nobody’s loving nobody
애매한 이
관계 그만 정리할게
언제부터였을까
조금 어색해진 내 맘이
달래듯이 위로하던 네 모습을
이제 모두 알겠어
미지근한 목소리도 이제 그만
you know 의미 없는 영화보기
그래 이번 주만
baby 낯설어지기로 해
눈물 없는 이 노래
근데 아직 내 어깨엔
네 향기가 맴도네
I like the way u do
넌 괜찮은 애였는데
내 모든 걸 다 줘도 아깝지 않았는데
없으면 힘들단 말도 나오지 않아
아무렇지 않게 멀어져도
아무렇지 않아
너의 기억 모두
흩어지는 시간들을
붙잡을 수는 없을텐데
자꾸 되감길 해
네가 있던 자리
영원할 것 같던 story
어차피 되돌릴 수 없는데
단지 지나버릴 추억일 뿐인데 왜
용기 없는 난 문잘 썼다 지웠다
오늘도 또 이렇게",김아름,2018.01.28,21,발라드
추억만은 남겨줘,"우리 만났던 그날 밤
그때 만약에
못 본 척 네가
지나쳤다면
어쩌면
지금쯤 더 행복했을지 몰라
우린 만나선 안될 사이니까
왜 그랬어
결국 너도 같을 거면서
너는 아니라고 왜 말했어
널 만나 행복했어
지난 너와의 시간마저 다
부정할 순 없잖아
맘에 간직할게
내버려둬
더 이상 아무런 말도
하지 말고 가
추억만은 아름답게
남기고가
우리 처음 본 그 날밤
거짓말처럼
너는 나에게
스며들었고
어쩌면
모든 걸 착각했는지 몰라
너는 조금은
뭔가 다르다고
아니잖아
결국 너도 날 버렸잖아
너는 다르다고 왜 그랬어
널 만나 행복했어
지난 너와의 시간마저 다
부정할 순 없잖아
맘에 간직할게
내버려둬
더 이상 아무런 말도
하지 말고 가
추억만은 아름답게
남기고가",0405,2018.01.29,17,발라드
겨울날,"너와 함께 다니던
지금은 쓸쓸한 거리
너와 함께 마시던
지금은 씁쓸한 커피
네가 좋아했었던
지금은 슬픈 멜로디
네게 버려진 나만
이곳에 홀로 남아서
바람이 차갑게 불던 날
그 바람을 타고
내 기억을 날린다
적막한 저 구름 위에다
네 얼굴 그리며
오늘도 버틴다
너와 함께 했었던
지금은 추운 겨울날
네가 좋아했었던
지금은 슬픈 멜로디
네게 버려진 나만
이곳에 홀로 남아서
바람이 차갑게 불던 날
그 바람을 타고
내 기억을 날린다
적막한 저 구름 위에다
네 얼굴 그리며
오늘도 버틴다
너와 함께 했었던
지금은 추운 겨울날
눈이 참 많이 내린 날
그 하얀 눈 밑에
내 추억을 묻는다
차갑던 내 볼에 따듯한
눈물이 흐른다
오늘도 힘들다
너와 함께 했었던
지금은 추운 겨울날",이상한 사무실,2018.01.29,8,발라드
