제목,가사,가수,발매일,좋아요수,장르
그대 마음되어,"찬바람이 불어와도
서러워 말아요
나 그대 마음되어
바람 맞으리
그대 두눈되어
눈물 흘리리
어두움이 다가와도
무서워 말아요
나 그대 마음되어
가슴에 불 밝히리
그대 가슴 속 깊이
따스하게 음
우리 서로 멀리있지만
세상은 어둠속이지만
우리는 슬프지 않아
우리 서로 사랑 하니까
우리 서로가 헤어져도
외로워 말아요
나 그대 마음되어
언제나 있어요
그대 마음되어
그대 곁에 있어요
우리 서로 멀리있지만
세상은 어둠속이지만
우리는 슬프지 않아
우리 서로 사랑 하니까
우리 서로가 헤어져도
외로워 말아요
나 그대 마음되어
언제나 있어요
그대 마음되어
그대 곁에 있어요",장상환,1985.07.25,7,발라드
보랏빛 안개 (장려상),"아침 안개가 그대
어깨로 어둠처럼 내리던 날에
당신은 빈 바다처럼
그렇게도 고요했어요
불빛이 해친 그대 모습이
너무나도 안타까워서
무지개 닮은 예쁜 미소를
그대에게 주었지만
그저 당신은 슬픈 발자욱을
멀리멀리 뒤로 한 체
하늘로 안개 속으로
바람처럼 가버렸지요
안개 걷힌 거리
우리의 남겨진 날
소리 없는 소리 없는 눈물
바람처럼 기약없이 떠난 그대
꿈결같은 꿈결같은 안개
하늘로 안개 속으로
바람처럼 가버렸지요
그대는 보랏빛 안개
바람처럼 기약없이 떠난 그대
꿈결같은 꿈결같은 안개
당신은 안개 눈물같은 안개
당신은 안개 보랏빛 안개",Hegod,1982.09.06,12,발라드
약속 (은상),"어느 하늘 밑
잡초 무성한 언덕이어도 좋아
어느 하늘 밑
억세게 황량한 들판이어도 좋아
공간 가득히 허무가 숨 쉬고
그리고 하늘 밑
어디에라도 내 시선이 뻗어
그 무한의 거리가
까무러 치도록 멀어서
혼자서만 외로와지는
그런 곳이면 좋아
거기서 모르는 사람을 만나고
모르는 사람이 반가와지면 좋아
운명처럼 뻗은 레일을 걷다가
우연히 부딪는
그런 사람이면 좋아
혼자서 만은 외로운 공간
약속 없이 만나는
그런 사람을 위해서
나는 나는 나는 약속하고 싶어
그런 사람과 그런 사랑을",김용숙,1978.09.01,15,발라드
신선의 나라,"바람 흘러 어디로 가나
구름 흘러 어디로 가나
물결 흘러 어디로 가나
나 흘러 어디로 가나
이 모두가 우리
사랑하는 신선의 나라로
너도 너도 너도 너도
찾아 찾아와 주오
찾아 찾아와 주오
찾아와 주오
하늘 걸어 어디로 가나
땅을 걸어 어디로 가나
꽃길 걸어 어디로 가나
나 걸어 어디로 가나
이 모두가 우리
사랑하는 신선의 나라로
너도 너도 너도 너도
찾아 찾아와 주오
찾아 찾아와 주오
찾아와 주오",청룡 2기,1979.10.11,2,발라드
그대 목소리,"조용히 내 귓가에 들리는 그대의 속삭이는 목소리
노래를 부르는 듯 들리는 다정한 그대 목소리
언제나 내 가슴에 흐르는 다정한 속삭임과 미소는
사랑을 노래하여 부르는 다정한 그대 목소리
내 사랑 그대를 위해 내 노래를 부르리라
내 사랑 그대를 위해 내 노래를 부르리라
그대가 있으매 노래하는 내 마음
그대 있으매 부르는 노래 다정한 그대 목소리",김남진,1979.10.11,2,발라드
갑자기,"갑자기 그사람이 불현듯이
내마음을 두두두두두 아프게하네
붉은색 장미꽃도 한송이
우연히 생각하면 내마음 아프답니다
덕수궁 돌담길을 나홀로 걸어가면
내마음 슬프답니다
그대여 정말 나를 사랑하고잇다면
그대여 정말 나를 가만 내버려둬요
붉은색 장미꽂도 한송이
우연히 생각하면 내마음 아프답니다
덕수궁 돌담길을 나홀로 걸어가면
내마음 슬프답니다
그대여 정말 나를 사랑하고 잇다면
그대여 정말 나를 가만 내버려둬요",돌방망이,1985.01.15,3,발라드
산넘어 저멀리,"산넘어 저멀리 행복이 깃들었다기에 나도 한번 찾아나섰다가
눈물 지우고 되돌아 왔네 눈물 지우고 되돌아왔네
산넘어 저멀리 머나먼 하늘에 행복이 깃들었다기에
산멀리 저멀리 머나먼 하늘에 행복이 깃들었다기에 물건너
저멀리 사랑이 여울 졌다기에 나도 한번 찾아나섰다가
눈물 지우고 되돌아 왔네 눈 물지우고 되돌아왔네
산넘어 저멀리 머나먼 하늘에 행복이 깃들었다기에
산넘어 저멀리 머나먼 하늘에 행복이 깃들었다기에 무지개 저 넘어
행복이 숨어있다기에 나도 한번 찾아 나섰다가
눈물 지우고 되돌아왔네 눈물 지우고 되돌아왔네",한소리,1985.01.15,1,발라드
집착,"난 여기 서서 혼자 울고 있고,
이젠 눈물조차 모두 말라가고
며칠이 흘렀는지도 모르겠어.

숨을 멈춰봐도 너의 향기가 나,
눈을 감아도 떠오르는 그 미소
난 미치도록 네가 그리워져.

너 어떻게 지내는 거야
가끔은 날 보고픈거야.
지금 달려와 날 안아줘.

널 미치게 난 사랑해.
네 기억이 머리에서 지워지지가 않아.
널 미치게 그리워해.
아무것도 필요없어 돌아와만 준다면.

늘 함께 걷던 그 좁은 길도,
우리 같이 가던 그 까페에도
네 모습이 점점 지워져.

너 어떻게 지내는 거야
가끔은 날 보고픈거야.
지금 달려와 날 안아줘

널 미치게 난 사랑해.
네 기억이 머리에서 지워지지가 않아.
널 미치게 그리워해.
아무것도 필요없어 돌아와만 준다면.

시간이 흐르면 모두 추억이 된다고
몇 해가 지나갔어도,
아직도 그대가 애타게 보고 싶어.

널 미치게 난 사랑해.
네 기억이 머리에서 지워지지가 않아.
널 미치게 그리워해.
아무것도 필요없어 돌아와만 준다면.

널 미치게 그리워해.
아무것도 필요없어 돌아와만 준다면 -",키스 피아노,2005.01.10,167,발라드
달빛아래,"저 고운 달빛아래 강물은 흘러가고
바람은 내 귓전에 속삭이건만
이제는 오지 않는 그대를 생각하며
추억이 쌓인 길을 나 홀로 걷네
달빛 부서지는 밤은
다시 그대 사랑하고 싶어
달빛 부서지는 밤은
그대 잊을 수가 없어
두 눈을 감는다고 사라질 얼굴인가
그리운 마음으로 나 홀로 걷네
달빛 부서지는 밤은
다시 그대 사랑하고 싶어
달빛 부서지는 밤은
그대 잊을 수가 없어
두 눈을 감는다고 사라질 얼굴인가
그리운 마음으로 나 홀로 걷네",유열,1988,5,발라드
사랑하는 이여,"풀잎을 스쳐가는 실바람
그대의 머리칼은 날리고
포근히 미소 짓는 모습에
난 그만 잠이 들어요
희미한 꿈속에서 그대는
가만히 나에게로 다가와
영원한 우리들의 밀어를
귓가에 속삭여주네
내 진정 사랑하는 그대여
모든 게 아름다워 보여요
그대의 고운 눈을 보면서
난 사랑에 빠졌어요
수많은 우리들의 얘기는
햇살에 반짝이는 금물결
끝없는 영원으로 흐르는
사랑의 물결이라오
하늘엔 평화로운 흰 구름
강변엔 한가로운 사람들
영롱한 은빛날개 새들은
정답게 노래 부르네
내 진정 사랑하는 그대여
모든 게 아름다워 보여요
그대의 고운 눈을 보면서
난 사랑에 빠졌어요
수많은 우리들의 얘기는
햇살에 반짝이는 금물결
끝없는 영원으로 흐르는
사랑의 물결이라오
수많은 우리들의 얘기는
햇살에 반짝이는 금물결
끝없는 영원으로 흐르는
사랑의 물결이라오",유열,1988,7,발라드
장미꽃 향기는 바람에 날리고,"더이상 아무말도 못하고
눈을 감고 있지만
눈을 떠 바라보며 울기엔
너무 진한 아픔이라고
지난날 그 약속
이제는 추억이라 말하며
그렇게 싸늘한 미소로
내 곁을 멀어져 갈때
장미꽃 향기는 바람에 날리고
서러운 한숨도 허공에 흩어져
잡을 수 없네
그대의 멀어지는 모습 그대로
더이상 잡을 수 없네

지난날 그 약속 이제는
추억이라 말하며
그렇게 싸늘한 미소로
내 곁을 멀어져 갈때
장미꽃 향기는 바람에 날리고
서러운 한숨도 허공에 흩어져
잡을 수 없네
그대의 멀어지는 모습 그대로
더이상 잡을 수 없네
더이상 잡을 수 없네",이수만,1989.01.10,189,발라드
내가 만나는 하나님에게,"내가 매일밤 잠들기전에
이불속에서 기도드리는
하나님에게 오늘밤도
가만히 들을 수 있는
기도를 해야지
내가 매일밤 잠들기전에
이불속에서 기도드리는
하나님에게 오늘 하루
잘못을 뉘우치면서
기도를 해야지
하나님 오늘도 너무 많은 잘못을
나도 모르게
했던것 같아요
알수없는 기분에 사로잡혀서
방황을 했어요
아직은 교회에 가지못하고
비록 이렇게 당신을
만나고 있지만
매일 혼자서 기도하는 시간이
나는 정말 행복해요
하나님 오늘도 너무 많은 잘못을
나도 모르게
했던것 같아요
알수없는 기분에 사로잡혀서
방황을 했어요
아직은 교회에 가지못하고
비록 이렇게 당신을
만나고 있지만
매일 혼자서 기도하는 시간이
나는 정말 행복해요",임종환,1990.06,11,발라드
Lady,"Lady 당신의 입술이 oh 왜 이리
날 흥분시키는지
baby won't you take me
dance in the moonlight yeah
lady 당신의 눈빛이 oh 왜인지
날 쳐다보는건지 maybe
그대와 난 운명일것 같아요
te amo you so fine
그대의 몸짓에
te amo you so good
가슴이 녹아요
te amo one more time
리듬에 맞춰서
groove babe
불타는 몸으로
shake it shake it oh
오늘밤 둘이서
move just like a pro
이 밤이 가기전에
가슴이 타기전에
이 느낌에 몸을 적셔요
kiss me kiss me girl
거친 내 입술에
move just like a pro
아침이 오기전에
사랑이 타기전에
I wanna kick it
with you tonight yeah
mira fly senorita
ven aqui my caramel sweetheart
won't you spend
this night with papa
poppin collassteady
keep it propa

lady
당신의 호흡에 나 왜 이리
숨이 막히는건지 떨리는 가슴을
느낄수가 있나요
te amo you so fine
그대의 몸짓에
te amo you so good
가슴이 녹아요
te amo one more time
리듬에 맞춰서
groove babe
불타는 몸으로
shake it shake it oh
오늘밤 둘이서
move just like a pro
이 밤이 가기전에
가슴이 타기전에
이 느낌에 몸을 적셔요
kiss me kiss me girl
거친 내 입술에
move just like a pro
아침이 오기전에 사랑이 타기전에
I wanna kick it
with you tonight yeah

shake it shake it oh
오늘밤 둘이서
move just like a pro
이 밤이 가기전에
가슴이 타기전에
이 느낌에 몸을 적셔요
kiss me kiss me girl
거친 내 입술에
move just like a pro
아침이 오기전에 사랑이 타기전에
I wanna kick it
with you tonight yeah",S.Papa,2004.12.07,21,발라드
사랑한 Day,"맛있게 먹는 내 모습에
웃는 네 모습이 보기 좋아
입에 대지 않던 음식도
그대 보다 내가 먼저 찾죠

괜히 유치하단 생각에
맘에 담아두기만 했던 말
사랑해란 말도 해보니
자꾸 하게 되네요

다 놀라죠 나 답지 않다고  
다 알아요 나도 변했다는걸
대체 내 속 어디 이런 모습이
숨어있다 나왔는지 알 순 없지만

baby I love you
my baby I love you
세상 끝나는 그 날이 온데도
영원히 나 그대만을

I love you
my baby I love you
잊지 말아요 그대만의 나인걸
baby I love you

잔소리 듣는건 싫은데
그대 걱정은 참 고마워요
나보다 나를 더 아끼고
사랑하는 사람 맘이니까

지긴 죽기보다 싫지만
그대에겐 늘 져주고 싶죠
그대 잘못한 일이라도
그대 편이 되주죠

다 놀라죠 나 답지 않다고
다 알아요 나도 변했다는걸
대체 내 속 어디이런 모습이
숨어있다 나왔는지 알 순 없지만

baby I love you
my baby I love you
세상 끝나는 그 날이 온대도
영원히 나 그대만을

I love you
my baby I love you
잊지 말아요 그대만의 나인걸
baby I love you

거짓말 같죠 모두 꿈만 같죠
그댈 품에 안고 있어도
한 순간 조차 그대 없이는
숨쉴수도 없단걸 알아요

baby I love you
my baby I love you
그댈 닮은 나를 보고 있나요
그대도 나 같은가요

I love you
my baby I love you
잊지 말아요 그대만의 나인걸
baby I love you

잊지 말아요 그대만의 나인걸
baby I love you -",V.One,2006.01.05,36,발라드
사랑하던 그대여,"사랑하고 미워하던 그대
이제 다시 떠나가면 안돼요
바람불고 눈보라가 쳐도
이제 다시 가버리면 안돼요
어쩌다가 그대를 만났을까요
애처로운 그 모습을 사랑했나봐
사랑은 모두다 그리움은
모두다 철없던 마음이겠죠
사랑하고 미워하던 그대
이제 다시 떠나가면 안돼요
바람불고 눈보라가 쳐도
이제 다시 가버리면 안돼요

어쩌다가 그대를 만났을까요
애처로운 그 모습을 사랑했나봐
사랑은 모두다 그리움은
모두다 철없던 마음이겠죠
사랑하고 미워하던 그대
이제 다시 떠나가면 안돼요
바람불고 눈보라가 쳐도
이제 다시 가버리면 안돼요",이문세,1983,26,발라드
비되어 내려다오,"벼랑에 벼랑에서
한 그루 소나무처럼
나 여기 서 있는데 바람이 부네
황토의 흙바람이 몰아쳐 오네
비야 비야 내려라
이 땅을 적셔 주어라
비야 비야 비야 내려라
그림자 씻어가도 좋아

이 비가 그친 뒤에는
인생의 산마루에서
한줄기 무지개가 보고 싶구나
물안개 뽀얗게 일어
나의 무지개가
비야 비야 내려라
이 땅을 적셔 주어라
비야 비야 비야 내려라
그림자 씻어가도 좋아

바람 부는 벼랑에 서서
나는 너를 부른다
나 너를 부르면서 목이 마른 데
비되어 내려다오 나의 사람아
비야 비야 내려라
이 땅을 적셔 주어라
비야 비야 비야 내려라
그림자 씻어가도 좋아
비야 비야 비야 내려라
그림자 씻어가도 좋아
비야 비야 비야 내려라
그림자 씻어가도 좋아
비야 비야 비야 내려라",이문세,1983,21,발라드
