제목,가사,가수,발매일,좋아요수,장르
I need healing (L.U.B Ver.),"억지로 웃는다
사진을 지운다
전화길 꺼놓고
절대로 기다리지 않는다
plz i need Healing Healing Healing
i am falling falling falling
plz i need Healing Healing Healing
i am falling falling falling
내 맘은 only you
괜히 사람들을 만나고
아무렇지도 않다고
억지로 웃음 짓고 돌아서는 울보
며칠 인지도 모르고
TV는 계속 켜놓고
고장 난 나의 하루는
어떤걸 먹어도 채워지지가 않아
며칠을 굶어도 배고프지가 않아
배고픔 보다 보고픔이 더 크니까
이제 네가 없으니까
plz i need Healing Healing Healing
채워지지 않아
i am falling falling falling
또 어느새
너라는 holic holic holic
마지못해 살아
돌아오지 않는걸 알면서 타일러도
내 맘은 only you
only you
수없이 내게 했던 그 말
for you
너무 달콤했던 그 말
모두 거짓말 꼭 지켜주겠다던 날
그토록 쉽게 떠나 갔어
널 믿었던 내가 미친 거지 뭐
한참을 웃으며 TV를 보다가도
내가 뭘 봤는지 기억나지가 않아
내 머리 속엔 온통 너이니까
아직도 내 맘은 널 원하니까
plz i need Healing Healing Healing
채워지지 않아
i am falling falling falling
또 어느새
너라는 holic holic holic
마지못해 살아
돌아오지 않는걸 알면서 타일러도
내 맘은 only you
창밖에 들리는 발소리에
혹시나 네가 온 게 아닐까
전화는 울린 적도 없는데
오 확인을 해
억지로 웃고 있는 내 모습
잠시만 아프면 괜찮아 질 거야
plz i need Healing Healing Healing
채워지지 않아
i am falling falling falling
또 어느새
너라는 holic holic holic
마지못해 살아
돌아오지 않는걸 알면서 타일러도
내 맘은 only you",DIA (다이아),2017.08.22,"1,178",발라드
그때의 당신이라기보다 (Vocal by 소리),"당신의 기억 속에
아직 남아있다면
그냥 이대로 있을게요
만나고 헤어지는
순간들 사이에
혼자 남겨져 있을게요
그때의 날 지워야 한다면
기다려줄래요
여기 조금만 있을게요
보고 싶은 마음보다
돌아가고 싶은 마음이
큰 걸 보니
아마도 내가 그리운 건
그때의 당신이라기보다
내가 아닐까 싶네요
그때의 날 지워야 한다면
기다려 줄래요
여기 조금만 있을게요
보고 싶은 마음보다
돌아가고 싶은 마음이
큰 걸 보니
아마도 내가 그리운 건
그때의 당신이라기보다
내가 아닐까 싶네요
언제까지 널
기억할 수 있을까요
이제는 다
희미해져 흩어져가요
보고 싶은 마음보다
돌아가고 싶은 마음이
큰 걸 보니
아마도 내가 그리운 건
그때의 당신이라기보다
내가 아닐까 싶네요
다 잊었다 라기보다
흔적이라기보다
그때를 생각할 때면
깊어지는 이름 위에
다른 단어를 써도
지워지지가 않네요",아토 (ATTO),2017.08.24,130,발라드
그 얼굴에 햇살을,"눈을 감으면 저 멀리서
다가오는 다정한 그림자
옛 얘기도 잊었다 하자
약속의 말씀도 잊었다 하자
그러나 눈 감으면
잊지 못할 그 사람은
저 멀리 저 멀리서
무지개 타고 오네
그러나 눈 감으면
잊지 못할 그 사람은
저 멀리 저 멀리서
무지개 타고 오네
무지개 타고 오네",배다해,2017.08.25,227,"발라드, 국내드라마"
나의 우주,"내 마음속 균형을 이루던 은하수 위로
모르던 행성이 하나 생겼어요
처음 보는 색으로 빛을 머금은 너는
괜히 날 궁금하게 만들었어요
태양이 두근대는
속도에 맞춰 움직이다
여긴 모든 게 점점 변해가네요
자꾸만 더 커져가더니
원래의 궤도를 벗어나네요
이렇게까지 돼버릴 줄 몰랐어
평화롭던 내 우주에
어느새 슬쩍 들어와서
나의 전불 뒤바꿔 놓고 있니
You change my everything
가장 빛나는 별이 돼
내 맘 밝혀줄래요
떨어지는 별은
다시 짙은 그리움으로
가끔씩 흐린 하늘을 봐야 했죠
난 조금 알 것 같아요
너는 내 슬픈 마음을
모두 가려서 품에 안아줘요
우 우 아 우 우 아
잔잔하던 나의 우주에
평화롭던 내 우주에
어느새 슬쩍 들어와서
나의 전불 뒤바꿔 놓고 있니
You change my everything
가장 빛나는 별이 돼
내 맘 밝혀 줄래요
이제 나의 중심 그 자리에
내 심장보다 커져 버린 너란 존재에
넋을 놓아요
Yeah Yeah Yeah
평화롭던 내 우주에
어느새 슬쩍 들어와서
나의 전불 뒤바꿔 놓고 있니
You change my everything
가장 빛나는 별이 돼
내 맘 밝혀줄래요
평화롭던 내 우주에
어느새 슬쩍 들어와서
나의 전불 뒤바꿔 놓고 있니
You change my everything",S.I.S,2017.08.25,361,발라드
거짓말,"사실은 나는 아무것도 아니라고
말하려고 했어
그런데 나를 바라보는 네 눈빛에
난 무엇이든 돼야 했어
그래서 거짓말을 했어
사실은 나는 가진 게 아무것도 없다
말하려고 했어
그런데 너를 갖고 싶은 내 마음이
나도 모르게 너무나 커졌어
그래서 거짓말을 했어
그래서 거짓말을 했어
난 멋지다고 나는 깨끗하다고
우린 아름답다고
난 두렵다고 네가 나의 전부라
모든 게 낯설고 다 어렵다고
네가 처음이라고
난 멋지다고 나는 깨끗하다고
우린 아름답다고
난 두렵다고 네가 나의 전부라
모든 게 낯설고 다 어렵다고
네가 처음이라고
사실은 나는 아무것도 아니라고
말하려고 했어
그런데 너를 갖고 싶은 내 마음이
나도 모르게 너무나 커졌어
그래서 거짓말을 했어
그래서 거짓말을 했어
난 멋지다고 나는 깨끗하다고
우린 아름답다고
난 두렵다고 네가 나의 전부라
모든 게 낯설고 다 어렵다고
네가 처음이라고
I I I I I lied that you are
I lied that you are the first one
I I I I I lied that you are
I lied that you are the first one
난 멋지다고 나는 깨끗하다고
우린 아름답다고
난 두렵다고 네가 나의 전부라
모든 게 낯설고 다 어렵다고
네가 처음이라고
난 멋지다고 나는 깨끗하다고
우린 아름답다고
난 두렵다고 네가 나의 전부라
모든 게 낯설고 다 어렵다고
네가 처음이라고
사실은
네가 처음이라고
거짓말을 했어",박기영,2017.08.25,678,발라드
ALWAYS (Inst.),"들릴 듯 말듯
두근거리는 내 맘
들킬 듯 말듯
감출 수 없는 떨림
눈빛만 봐도
손끝만 스쳐도
느낄 수가 있어
ALWAYS 나는 너야
시간이 갈라놓아도
ALWAYS 그대로야 항상
가슴이 아려도
내가 숨 쉬는 이유
기다림 속에
지쳐만 가는 하루
그리움 끝에
익숙해지는 한숨
거짓말처럼
꿈을 꾼 것처럼
그대만이 치유해
ALWAYS 나는 너야
시간이 갈라놓아도
ALWAYS 그대로야 항상
가슴이 아려도
내가 숨 쉬는 이유
나도 모르게
내 맘이 정한 일
이젠 멈출 수 없어
널 사랑하기에 난 살아
ALWAYS 너뿐이야
수많은 엇갈림 속에
I Will ALWAYS 기억해줘 제발
눈물이 흘러도
지울 수 없는 약속
ALWAYS
내 삶이 다해도
멈출 수 없는 사랑",효린,2017.08.27,117,발라드
우주 (WouldYou),"손 잡은 날을 기억해
마주보며 얘기할 때
하늘을 담은 네 눈이
날 확신하게 해줬지
화려한 빛이 새어 나온
옥상 밑의 야경이
시끄러울 법도 한데
너의 아름다움에 가려
유난히 고요했던 밤
그대가 내 세상에
들어오지 말아요
내가 그대 안에 거할게요
그 어디에 있건 작은 나도
별이 되게 해 줄 그대여
그대는 우주 같아
우주 우주 우주 WouldYou
우주 우주 우주 WouldYou
우주 우주 우주 WouldYou
난 그대만의 별이 될래요
이 노랠 잘 들어봐요
난 노래하는 사람이니
노래로 고백하는 거죠
내 손 놓지 말아줘요
가끔 내가 미워질 땐
이 노랠 들으며
날 용서해 줘요
이게 내 진심인 걸
내 마음을 알아줘요
힘이 되고 싶어요
그대여 혹시 지금 웃고 있나요
그대가 내 세상에
들어오지 말아요
내가 그대 안에 거할게요
그 어디에 있건 작은 나도
별이 되게 해 줄 그대여
그대는 우주 같아
우주 우주 우주 WouldYou
우주 우주 우주 WouldYou
우주 우주 우주 WouldYou
그대가 더 좋아져요
우주 우주 우주 WouldYou
우주 우주 우주 WouldYou
우주 우주 우주 WouldYou
난 그대만의 별이 될래요
우린 행복할 거야
정말 정말
천국 갈 때까지 이 손 놓지 마요",하이틴 (HIGHTEEN),2017.08.29,371,발라드
안될 것 같아,"떠나가지 마 알잖아 너 아니면
혼자 숨 쉬는 것도 그 어떤 무엇도
못하는 나
이렇게 집착하는 내가
싫겠지만 나도 어쩔 수 없어서 그래
나도 내가 이렇게
구차하고 미련한 사람인 줄 몰랐어
Sorry
미안하지만 헤어지는 건
안될 것 같아 떠나간 그 길로
다시 돌아와 줘라
이렇게 집착하는 내가
싫겠지만 나도 어쩔 수 없어서 그래
나도 내가 이렇게
구차하고 미련한 사람인 줄 몰랐어
Sorry
미안하지만 헤어지는 건
안될 것 같아 떠나간 그 길로
다시 돌아와 줘라",레니,2017.08.28,12,발라드
Her Life,"Her Life
보통 사람들 속에서
다를 것 없는
It's Her Life
그 누구도 알 수 없는
그 일상은
머리엔 온통 내가
그려져 있을까 하고
행복한 상상을
실컷 혼자 하겠지만
아마도 그건 내가 바라는
This Color will eventually fade
그땐 이미 너무 퇴색해버린 기억에
곱씹겠지만
This Memory will eventually fade
아무것도 할 수 있는게 없는 나에겐
It's Her Life
거리엔 온통 내가
새겨져 있을까 하고
행복한 상상을
실컷 혼자 하겠지만
아마도 그건 내가 바라는
This Color will eventually fade
그땐 이미 너무 퇴색해버린 기억에
곱씹겠지만
This Memory will eventually fade
아무것도 할 수 있는게 없는 나에겐
It's Her Life
This Color will eventually fade
그땐 이미 너무 퇴색해버린 기억에
곱씹겠지만
This Memory will eventually fade
아무것도 할 수 있는게 없는 나에겐
It's Her Life",김욱,2017.08.29,72,"발라드, 인디음악"
비겁하게,"기억해 너의 곁에서
함께 웃던 날을 상상했어
믿었어 나를 세상 가장
사랑한단 뻔한 대답
마지 못해 보내고 나서
펑펑 울게 될 날 상상했어
너 없이 내가 편해질 날까지
이제 난 어떡하라고
널 이렇게 보내야 하니
내가 흘렸던 그 눈물도
알잖아 내게는 너뿐이란 걸
비겁하게 떠난 사람
날 이렇게 울려야 했니
밤 새워 울었던 사랑
그렇게 많이 사랑 했는데도
미련은 미련일 뿐
비겁해 나의 곁에서
떠날 거란 상상은 못했어
기어코 니가 끝내 하지 못한
내가 원한 대답
어설프게 너를 믿었던
나를 용서할 수가 없었어
너 없이 내가 편해질 날까진
있어 줄거라 했잖아
널 이렇게 보내야 하니
내가 흘렸던 그 눈물도
알잖아 내게는 너뿐이란 걸
비겁하게 떠난 사람
날 이렇게 울려야 했니
밤 새워 울었던 사랑
그렇게 많이 사랑 했는데도
미련은 미련일 뿐
울고 불어도 술로 달래도
누굴 만나도 질질 짜봐도
아무 도움이 안돼 아냐
이게 내 현실일 리가 없어
나 후회 가득 끝내 못했던
한마디를 외쳐
나보다 불행하길 바랄게 영원히
널 이렇게 보내야 하니
내가 흘렸던 그 눈물도
알잖아 내게는 너뿐이란 걸
비겁하게 떠난 사람
날 이렇게 울려야 했니
밤 새워 울었던 사랑
그렇게 많이 사랑 했는데도
미련은 미련일 뿐",소울후니,2017.08.28,47,발라드
이쯤,"부담이 됐나 봐 날 향한 니 맘이
넌 아무것도 몰랐겠지
언젠가부터 널 보는 눈빛이
예전 같지 않단 걸 알았어
입을 맞춰도 아무렇지 않아
니가 잘못한 건 없었는데
모든걸 내게 맞춰줬는데
사랑이 아직은 너무 이른 건가 봐
그래서 지금 멈추려 해
더는 아프지 않게 할래
미안하다는 그 말조차
널 힘들게 할 것 같아
원하지마 이런 날
두고서 떠나가
작은 기억조차도
다 지워줄래
누구라도 괜찮아
날 대신 해줄 사람 만나서
행복하게 지내줘
잘해준 거 하나 없었는데
내게 왜 그리 잘해줬는데
첨부터 우린 아니라고 말했잖아
그래서 지금 멈추려 해
더는 아프지 않게 할래
미안하다는 그 말조차
널 힘들게 할 것 같아
원하지마 이런 날
두고서 떠나가
작은 기억조차도
다 지워줄래
누구라도 괜찮아
날 대신 해줄 사람 만나서
행복하게 지내줘
널 사랑하지 않은 건 아냐
한때는 전부였었어
시간이 흘러서 결국 끝나 버린 거야
다 그렇게 끝인 거야
바라지마 다시 니
곁으로 오기를
내가 먼저 돌아서
떠나 가 줄게
아무 말도 하지마
더 이상 의미 없는 말일 뿐
이쯤에서 끝내자",박소빈,2017.08.29,309,발라드
별꽃 (Inst.),"YOU AND I
쏟아지는 별들처럼 날
따스히 감싸 안아주는 사람
꿈처럼
어느샌가 다가온 그대
왠지 사랑일 것만 같아서
조용히
불어오는 바람
그 안에 흩날리는
사랑이 피어나
살며시 안아줄래요
살며시 다가올래요
그댈 닮아가는 내가
여기 있어요
사랑하나 또 사랑하나
우리 둘로 채워갈 시간들은
그저 우리 둘만의
사랑인 거죠
이렇게
변해가는 마음
너무 이상하죠
꿈인 것만 같아
살며시 안아줄래요
살며시 다가올래요
그댈 닮아가는 내가
여기 있어요
사랑하나 또 사랑하나
우리 둘로 채워갈 시간들은
그저 우리 둘만의
사랑인 거죠
설렌 가슴 안고서
그댈 기다리는 날 아나요
별꽃이 반짝이네요
우리를 비쳐주네요
우릴 바라보며 웃고 있는 것 같아
사랑해요 또 사랑해요
우리 둘로 채워갈 시간들은
그저 우리 둘만의
사랑인 거죠
그대를 사랑해요",제이세라,2017.08.30,18,발라드
자장가,"별들이 소근대는 하늘 그 하늘
포근하게 날 감싸주던 그 이불
스르르르 스르르르
새벽까지 잠 못 들던 너를
내가 꼭 안아줄게 안아줄게
잠 못 들던 너를 내가 꼭 안아줄게
스르르르 스르르르
이리저리 뒤척이던 너를
내가 꼭 안아줄게 안아줄게
뒤척이던 너를 내가 꼭 안아줄게
내 품에선 예쁜 꿈만 꾸기를
새벽까지 잠 못 들던 너를
내가 꼭 안아줄게 안아줄게
잠 못 들던 너를 내가 꼭
안아줄게 안아줄게",자판기커피,2017.08.31,43,발라드
쉿! 비밀인데,"그대여
말하지 않아도
알아요
날 좋아하는 맘이란 걸
괜히 모르는 척했죠
너에게
내 맘을 말하지
않았어
널 좋아하는 맘이란 걸
괜히 아닌척했죠
i love you
네게 하는 말 for you
진심으로 건넸던 그 말
수줍은 마음도
좋아한다는 말도
유난히 아름답던 그 밤
내 맘에
니가 들어오면
좋겠어
너에게 몰래 하는 말야
괜히 심술부리는 거야
오늘도
내일도 내 맘에
속삭여
널 사랑하는 맘 들킬까
아닌 척 모른 척했죠
어느 날 밤
너와 걷고 있을 때
내 손을 잡고 건넨 그 말
떨리는 입술도
좋아한다는 말도
모든 게 멈춰버린 그 밤
love you
네게 하는 말 for you
진심으로 건넸던 그 말
수줍은 마음도
좋아한다는 말도
유난히 아름답던 그 밤
love you love you for you
oh oh
love you love you for you",노르웨이 숲,2017.08.30,485,"발라드, 국내드라마"
사랑이 뭔데 (Feat. 수찬),"사랑은 늘 내 곁에 없네요
다가가려 하면 더욱 멀어져 있는걸
이처럼 더 잔인한 건 없죠
좋아하면 할수록 더욱 상처가 되는 일
사랑이 뭔데 왜 나를 자꾸 아프게 해
그대가 뭔데 멀쩡한 나를 망가뜨려
그대여 그대는 몰라요
이 순간도 그대 곁에 웃고 있는 날
사랑을 그대는 믿나요
잊혀지는 것처럼 너무 자연스러운 일
떠나는 그대 뒷모습에
돌아오라고 했죠
아직 사랑한다고 했죠
사랑이 뭔데 왜 나를 자꾸 아프게 해
그대가 뭔데 멀쩡한 나를 망가뜨려
그대여 그대는 몰라요
이 순간도 그대 곁에 웃고 있는 날
사랑이 뭔데 왜 나를 자꾸 아프게 해
그대가 뭔데 멀쩡한 나를 망가뜨려
그대여 그대는 모르죠
그대 떠난 후에 혼자 울고 있는 날",Hozzy (호찌),2017.08.30,55,발라드
