제목,가사,가수,발매일,좋아요수,장르
"Good Morning, Lifetune!","아침 일곱시 토요일에
창문 밖을 두드리는 빗물
아직 해는 뜨지 않았고
어제의 고민들이
아직도 여기서 머물고 있네
아직은 잠이 덜 깨
목이 잠긴 목소리와
흐릿한 머리 속을
채워오는 빗소리
다시 또 뒤척이며
잠을 청해 보려하니
이젠 잠도 안 오네
예 잘하시네요
아침인데 고생하셨어요
관악기 넣고 반음 올려가지구
2절 한 번 가볼께요
하나 둘 셋 넷
예 소리 좋네요
자 3절은 이거보다
쪼금 세게 갈께요
목소리 나오시고
예 좋아요 준비하시고
신나게 갈게요
하나 둘 셋 넷 자 3절
네 좋아요
해가 뜬지도 오래 됐네
오늘 날씨가 생각보다 좋은데
그렇게 축 쳐저 있지 마요
이제 비도 그친 거 같애요
생각은 짧게 인생 길게
크 생각한다고 결론이 나나
나와 같이 노래 불러요
내 인생은 내가 살고
생각보다 사람들은
다들 자기 삶이 바빠 관심도 없지
오 너만 혼자 괴롭히는
쓸 데 없는 고민은
다 내려 놓고 아침을 맞자
원 투 쓰리 포
자 여러분 안녕하세요
저희는 유라시아
순회공연을 마치고
돌아온 라이프튠입니다
우울하게 땅치는 노래부터
미쳐 날 뛰는 음악까지
여러분의 모든
감성을 충족시켜 드립니다
대학가요제 금상에 빛나는
보컬 임영민씨와
작곡가 임영민씨
피아니스트 임영민씨와 함께
또 언젠가 함께할
우리 모든 멤버와 함께
좋은 아침 되십시오
내 인생은 내가 살고 생각보다
사람들은 제 자신도 못 챙긴 채
남을 탓하네
남을 탓하네
오 짧은 인생 제 자신도
행복하기 어렵다네
다 내려놓고 아침을 맞자
짧은 인생 쓸 데 없는 고민들은
모두 다 내려놓고 아침을 맞자
아 진짜 수고하셨어요",Lifetune,2014.04.17,18,발라드
봄보로봄,"그렇게 나에게 행복을 주는 넌
너무 사랑스러워 영원히 너만을
보며 이 시간이 내게 멈춰줬으면
아주 따스한 봄날 햇살에 기분
좋은 입맞춤 붉은 와인과 예쁜
케익과 그대 웃는 모습이 새파란
하늘도 내 맘을 아는지 아주
상큼한 바람이 불어와 그대 향기를
나에게 전하네 눈을 감아도 그대의
모습이 내게 다가오는데 그렇게
나에게 행복을 주는 넌 너무
사랑스러워 영원히 너만을 보며
이 시간이 내게 멈춰줬으면
새하얀 선물로 내 맘을 전할까 아주
귀여운 인형이 나을까 세상 전부를
너에게 주어도 네겐 모자라 어떻게
이렇게 너를 사랑하는지
그렇게 나에게 행복을 주는 넌
너무 사랑스러워 영원히 너만을
보며 이 시간이 내게 멈춰줬으면
내가 지치고 힘들 땐 비눗 빛 너의
향기가 한 아름 따스한 입김을
불며 다가오네 내 맘 가득한
사랑을 나에게 그렇게 나에게
행복을 주는 넌 너무 사랑스러워
영원히 너만을 보며 이 시간이
내게 멈춰줬으면
어제 바로 어제 난 그대의 입가에
미소가 그려지는 것을 느꼈지
그것을 무엇이라 해석할순 없지만
나에겐 너무나 행복한 미소였기에
그대안에 무엇이 들어있는진
알 순 없지만
그댄 나를 미치게해
그댈 너무 사랑해
그렇게 나에게 행복을 주는
넌 너무 사랑스러워 영원히 너만을
보며 이 시간이 내게 멈춰줬으면",휴 (hugh),2014.04.18,66,발라드
이제 그만 (Feat. 효빈),"영혼없이 날 대하는 태도
이미 지쳐버린
두눈이 자꾸 날 피하잖아
가끔오는 안부전화 정도
그걸 사랑이라하기엔
너를 너무 잘알아
아주오랜 애인사인 모두그렇대
사랑에서 우정이된다고
스치듯이 지나쳐간 사람들처럼
널 그렇게 그냥 보내줄게
이제 그만 이제 그만 사랑이었던
우리가 너무 지쳤었나봐
이제 그만 이제 그만
미안함이 남았을때
우리 이쯤에서 그만해
아주오랜 애인사인 모두 그렇대
사랑에서 우정이된다고
스치듯이 지나쳐간 사람들처럼
널 그렇게 그냥 보내줄게
이제 그만 이제 그만
사랑이었던
우리가 너무 지쳤었나봐
이제 그만 이제 그만
미안함이 남았을때
우리 이쯤에서 그만해
일년이 지나면 우린
모른 사람처럼
아무렇지 않게 살아갈까
이제 그만 이제 그만
지쳤었나봐
이제 그만 이제 그만
이쯤에서 그만해
이제 그만 이제 그만
미안함이 남았을때
우리 이쯤에서 그만해",Apollo,2014.04.21,331,발라드
꿈의 대화 (Inst.),"아침햇살이 내 방 창가에 소리
없이 내려앉으면
작은 화분 그 속에 나의 어린
꽃들이 지난 밤의 얘길 해주곤 해
처음 그대를 만났던 날은 뭐가
그리 궁금했는지
어떤 사람이냐고 무슨 얘길 했냐고
정말 나를 귀찮게 했었지 그대여
그대 눈빛만으로 나를
사로잡았었다고
얘길 하며 그대를 생각했지
알고 있었어 그대 나의 사랑으로
되리라는 걸
영원할 거라고 내 어린 꽃들도
믿었어
어느 날인가 수척해 있는 나의
어린 꽃을 보았지
흘려버린 눈물에 젖어버린 꽃들이
위로조차 할 수 없었나봐 그대여
정말 사랑했는데 그대 나의 곁엔
아무도
그대 아닌 누구도 안 된다던
그대였잖아 이젠 누가 함께하나
그댄 없는데
영원할거라던 내 어린 꽃들도 나처럼
슬픔으로 이렇게 시들어 가는데
정말 사랑했는데 그대 나의 곁엔
아무도
그대 아닌 누구도 안 된다던
그대였잖아
다신 사랑할 수 없겠지 그대
기억만으로
내 어린 꽃들과 추억에 기대어
살겠지
괜찮아 질 거야 내 어린 꽃들이
있으니",울랄라세션,2014.04.23,40,발라드
사랑하고 있는데,"그대는 몰라 내 맘을 몰라
내 가슴엔 내 두 눈엔
너 밖에 없는데
참 못된 시간아
아프게 말한 사람
모진 사랑 왜 찾게 만들어
또 생각나 그냥 멍하니
너만 생각하는 일
그리워 하는일 그만 하고 싶은데
사랑하고 있는데 사랑하고 있는데
어떻해야 내맘을 전할수 있을까
그대여야 하는데 그대 밖에 없는데
모두 아는 내맘을 그대만 몰라
그대만 못봐 내맘을 못봐
바보처럼 그 자리에 나 여기 있는데
잔인한 시간아 하나뿐인 그 사람
내 곁에서 데려 가지는 마
또 생각나 그냥 멍하니
너만 생각하는 일
그리워 하는일 그만 하고 싶은데
사랑하고 있는데 사랑하고 있는데
어떻해야 내맘을 전할수 있을까
그대여야 하는데 그대 밖에 없는데
모두 아는 내맘을 그대만 몰라
사랑한다고 내가 사랑한다고
소리쳐 봐도 맘을 다해도
넌 왜 알지 못할까
사랑하고 있는데 사랑하고 있는데
가지 말란 한마디 왜 하지 못할까
너무 아픈 내사랑 너무 나쁜 내 사랑
내가슴 울고 있는걸 그대만 못봐
내가슴 울고 있는걸 그대만 못봐",정하윤,2012.05.04,42,"발라드, 국내드라마"
이런 남자 (Feat. 반하나),"바로 그날이 왔어
기다리던 너와 나의 백일
우릴 축복해주는
너와 나만의 작은 커플링
오늘을 위해서
힘들었던 아르바이트도
잊은 채 기쁘게 체크카드 긁었는데
잔액이 부족해
잔액이 부족해
절대 이런 일 있을 수 없어
잔액이 부족해
잔액이 부족해
핸드폰 요금 빠졌나봐
되돌리고 싶어
되돌리고 싶어
제발 시간을 되돌리고 싶어
사라지고 싶어
차라리 죽고싶어
굳은 표정의 그녈보면
그리고 며칠이 지났다
단한번의 실수는
너그럽게 이해해준 그녀
나를 설레게 하는
그녀와 나만의 뜨거운 밤
오늘을 위해서
힘들었던 체력 단련들도
잊은채 기쁘게
그 순간을 맞았는데
체력이 부족해
체력이 부족해
절대 이런일 있을 수 없어
체력이 부족해
체력이 부족해
no raise me up
지나치게 긴장했나봐
이럴 수는 없어
이럴 수는 없어
제발 여기서 이럴 수는 없어
사라지고 싶어
차라리 죽고싶어
굳은 표정의 그녈보면
그녀가 떠났고
end of our love
나는 많이 울었고
can't stand it all
많은 걸 깨달았던 바로 그 날
돌아오란 말도
가지마란 말도
애원조차도 할 수 없었어
내가 지워볼게
내가 잊어볼게
나보다 좋은 사람 만나길 바래",프링글스,2014.04.23,72,발라드
뭘해도 예쁜걸 (Inst.),"세수도 안 했다는 너의 그 맨 얼굴이
정말 이상하게도
내 눈엔 더 예뻐 보여
민망할걸 알면서도
뚫어지게 널 보는 게 난 좋아
네가 처음으로
내게 너무 보고 싶다고
수화기 저 너머로
수줍게 말해줬을 때
덤덤한 척 했지만
사실은 너무 기뻐서
날아갈 것 같았어
뭘 해도 예쁜걸
잠깐 보아도 좋은걸 넌
날 보며 웃어주는 네가 너무 좋은걸
내 품에 있는 널 놓지 않을게
고마워 사랑을 해줘서
지금보다 내가 더 잘할게
네가 처음으로 내게 멋있다고
부끄러운 말투로
나에게 말해줬을 때
덤덤한 척 했지만
사실은 너무 기뻐서
날아갈 것 같았어
뭘 해도 예쁜걸
잠깐 보아도 좋은걸 넌
날 보며 웃어주는
네가 너무 좋은걸
내 품에 있는 널 놓지 않을게
고마워 사랑을 해줘서
지금보다 내가 더 잘할게
아직도 나는 꿈을 꾸는 것만 같아
지금처럼 곁에 있어 언제까지나
넌 아마 모를걸 온통
네 생각뿐인걸 난
아무리 미운 짓을 해도 너무 좋은걸
내 품에 있는 널 놓지 않을게
고마워 사랑을 해줘서
내가 정말 잘할게 사랑해
뭘 해도 예쁜걸
잠깐 보아도 좋은걸 넌
날 보며 웃어주는
네가 너무 좋은걸
내 품에 있는 널 놓지 않을게
고마워 사랑을 해줘서
내가 정말 잘할게 사랑해",길구봉구,2014.04.25,90,발라드
일곱 번째 봄 (Inst.),"햇살이 참 좋아
걷기 좋은 날이네요
오랜만에 나온
이 골목 많이도 변했네요
같이 가던 그 집 늘
앉던 자리에 앉아
아직도 나 지우지 못한 사진
꺼내 보죠
이렇게 또 봄이 와도
그대는 오질 않네요
그댈 기다리고 그댈
바라는 게 잘못인가요
일곱 번 겨울이 가고
일곱 번 봄이 왔는데
한 번을 변한 적 없는
내 마음은 끝을 모르네요
돌아오는 길이 난 조금 기대가 돼요
나를 항상 기다리던
거기 서 있을 거 같아
이렇게 또 봄이 와도
그대는 오질 않네요
그댈 기다리고
그댈 바라는 게 잘못인가요
일곱 번 겨울이 가고
일곱 번 봄이 왔는데
한 번을 변한 적 없는
내 마음은 끝을 모르네요
그렇게 그댈 보내고
이렇게 혼자인 나를
그댄 모르겠죠 그댄 알 리 없죠
돌아올 리 없죠
일곱 번 아니 여덟 번 여덟 번
아니 아홉 번
다시 봄이 와도 똑같을 것 같아
얼어붙은 가슴은",서문탁,2014.04.28,18,발라드
꿈인 것 같아,"기억하고 있나요 우리 처음
만난 날 유난히도 날씨가
좋던 그날
어색했던 첫인사 어색했던
웃음들 유난히도 닮았던 우리
꼭 필요한 사람이 필요한
그 자리에 있어주는 것만으로도
이런 행복없을거야 정말
사랑이니까 우리
정말 꿈인 것 같아 지금
이 순간 나 바랬던 시간
지금 이 마음
우리 두 눈을 보며 말을
안해도 사랑을 느낄 수 있어
사랑한다는 말을 하고 싶어요
가슴에 가득찬 그말
사랑해요 정말 사랑합니다
언제나 내곁에 있어요
영화같은 사랑이 아니여도
괜찮아 너만 내 곁에 있으면 돼
항상 한결같은 모습으로
함께 해줬으면 해
정말 꿈인 것 같아 지금
이 순간 나 바랬던 시간
지금 이 마음
우리 두 눈을 보며 말을
안해도 사랑을 느낄 수 있어
사랑한다는 말을 하고 싶어요
가슴에 가득찬 그말
사랑해요 정말 사랑합니다
언제나 내곁에 있어요
매일 보고 있어도 매일 안고
있어도 매일 매일 더 사랑스러워
말하지 않아도 이미 알고
있어도 더 듣고 싶어 날 사랑한단말
내 앞에서 날 보며 웃고 있는 너
나를 꼭 안아주는 너
사랑해요 정말 사랑합니다 언제나
내 곁에 있어요
사랑해 난 그대뿐이죠",아메리카노(Americano),2014.04.28,29,발라드
이제 난...,"이제 난 떠난다 너를 사랑했던 난
이제 널 떠난다
이제 니가 나를 불러도 없다
항상 니 곁에 머물렀던
그 모습 그 자리
쓸쓸함만 남은 자리
이제 난 떠난다
니가 사랑했던 난 이제 널 떠난다
이제 니가 나를 불러도 없다
항상 니 곁에 서있었던 난
그 모습으로 너를 떠나려 한다
가지 말라고 너를 사랑한다고
애원 했던 나는 너를 잊고
살아 보려고 한다 타들어가는
나의 가슴을 이젠 잊으려
이젠 지우려 한다
이제 난 떠난다 늘 함께 했던 난
이제 널 떠난다
이제 니가 나를 불러도 없다
항상 니 곁에 머물렀던
그 모습 그 자리
쓸쓸함만 남은 자리
이제 난 떠난다 늘 같이 했던 난
이제 널 떠난다
이제 니가 나를 찾아도 없다
항상 니곁에 서있었던 난
그 모습으로 너를 떠나려 한다
가지 말라고 너를 사랑한다고
애원 했던 나는 너를 잊고
살아 보려고 한다
깊이 박힌 흔적을 지우려
나는 오늘도 또 내일도 운다",조승현,2014.04.28,110,발라드
다시 (Bonus Track),"내겐 꿈이 있었죠
모두가 비웃는 꿈
불가능하다 말하던
포기해야 한다고
나를 통해 주님이 웃으시는 꿈
꿈을 향해 발을 떼었지만
실패를 거듭하는 아픔
기나긴 고통의 상처
절망에 늪에 깊이 빠져
눈물로 앉아 있던 나
그때 노래로 다가오신 주님
환한 미소로 날 보시며 일어나라
다시 일어날 수 있어
주님과 함께 저 꿈을 향해
다시 일어날 수 있어
주님과 함께 꿈을향해
내겐 꿈이 있었죠
모두가 비웃는 꿈
불가능하다 말하던
포기해야 한다고
나를 통해 주님이 웃으시는 꿈
그때 노래로 다가오신 주님
환한 미소로 날 보시며 일어나라
다시 일어날 수 있어
주님과 함께 저 꿈을 향해
다시 일어날 수 있어
주님과 함께 찬양하리",김꽃,2014.04.29,88,발라드
지금 만나러 가요 (Inst.),"너를 사랑했던 정말 사랑했었던
행복했던 기억들
너의 그 미소도
우리의 사랑도 모두 눈물이되
흘러버렸죠
이젠 아무것도
생각 할수 없어요
그대 없는 하루는
난 참아 왔던 걸요
힘겨웠던 이별
그땐 사랑한다 말못했죠
지금만나러가요
이제 다시 만나요
우리 다시 만나면
정말 행복하겠죠 오 난
그대가 없으면
난 아무것도 할수가 없어
지금다시 만나러가요
항상 함께했던
그때를 기억하나요
우리둘만에 시간들
그리워 하고 있어요
이제 함께할래요
두번 다시 그댈 놓지 않아요
지금만나러가요
이제 다시 만나요
우리 다시 만나면
정말 행복하겠죠 오 난
그대가 없으면
난 아무것도 할수가 없어
지금다시 만나러 가요
힘겹게 달리고
또 달려서
이제야 그대가 보이네요
슬픈 두눈에 맺힌 눈물이
내 가슴속에 흘러 내려 울어요
지금만나러가요
이제 다시만나요
우리 다시만나면
정말 행복하겠죠 오난
그댈 생각하면
난 아무것도 할수가 없어
우리다시 만나요
지금다시 만나러 가요",이기찬,2014.05.19,60,발라드
1분 1초 (Inst.),"후후 후우우우
후후 후우
후후 후우우우
Never ever ever never
후후 후우우우
후후 후우
후후 후우우우
Never ever ever never
비가 오다가 또 해가 뜬다
오늘 날씨도 참 내 맘과 같나봐
울었다 웃다 걷다가 뛰다
꿈처럼 사라져가고
비가 오다가 또 해가 뜬다
오늘 날씨도 참 내 맘과 같나봐
흐렸다 맑다 눈물이 났다
아무렇지 않은 척해
난 곰 같은 여자 벌써
네 행복을 빌어
I wanna be with you
but I will pray for you baby
never ever 포기 못해요
never ever 나 이렇게
한 자 한 자 적어내잖아
네 이름을 또
never ever 숨으면 안돼
never ever 떠나지 마요
숨도 쉬지 못해 너 없인 1분 1초라도
후후 후우우우
후후 후우
후후 후우우우
Never ever ever never
눈을 감았다가 떠보면
꿈 이였기를
빌고 빌다가 지쳐서 다시 잠들어
자꾸 자꾸 똑 같은 악몽
헤어나오지를 못해
눈을 감았다가 떠보면
꿈 이였기를
빌고 빌다가 지쳐서 잠이 들다
다시 또 똑같이 반복돼
제발 날 내버려둬
난 곰 같은 여자 벌써
네 행복을 빌어
I wanna be with you
but I will pray for you baby
never ever 포기 못해요
never ever 나 이렇게
한 자 한 자 적어내잖아
네 이름을 또
never ever 숨으면 안돼
never ever 떠나지 마요
숨도 쉬지 못해 너 없인 1분 1초라도
미련하지만 그런 여잔걸
네가 알잖아
그러니 제발 마지막 부탁
이것만 들어
혹시 또 마주친다면
널 잊지 못하는 내게
보란듯이 날 향해 웃어주겠니
never ever 포기 못해요
never ever 나 이렇게
한 자 한 자 적어내잖아
네 이름을 또
never ever 숨으면 안돼
never ever 떠나지 마요
숨도 쉬지 못해 너 없인 1분 1초라도
후후 후우우우
후후 후우우우",지연,2014.05.20,786,발라드
그 날 이후 (Feat. 와이제이 & 정아름),"그 날 이후 편히 잠 한번 잔적 없고
그 날 이후 배 불리 먹어본적 없고
그 날 이후 웃어본게
언제인지 모르겠어
모르지만 내게 너 없다는건 잘 알아
날 떠난 네가 너무 밉고 싫지만
너도 내게 지쳐 내린 결정인걸 알아
그래서 미워도 미워하지 못하고
슬퍼도 슬픈척 한번 해보지를 못해
아플까봐 무너지면 더 힘들까봐
떠난 네 맘부터 걱정하는
난 바보라서
찢겨진 내 맘 따윈 돌보지도 않아
그래 그 날 이후 난 이렇게 됐어
네가 보고 싶다던
영화 한번 같이 안 보고
먹고 싶다던 음식 함께 먹지 못했던
이런 날 만나며 얼마나 힘들었니
이제야 알겠어 난 그 날 이후 알았어
나의 사랑은 나의 상처는
모두 하늘에 다 묻어 버릴게
우리 이제 이쯤에서 그만 헤어져
날 추억으로 남겨줄래
그 날 이후 넌 내게 추억이 됐어
비참하게 버림 받은
한 남자의 삶에서
눈물만 가슴 깊이 흘러
남은것이 없어
너란 사람 내게 흔적조차 없어
그 날 이후 닫혀 버린 kakao story
바뀌어 버린 비밀번호
커플 요금까지
핸드폰은 죽은듯 잠잠하기만해
그 날 이후 어쩜
내 전부가 죽었나봐
너 없는 시간마다 한숨으로 살아
한 숨 깊이 찌든
내 입가에 담배를 물어
어디선가 네가 내게 소리칠것 같아
담배 피지 말라며
내게 잔소리 할 것 같아
더는 없는데 나의 너는 없는데
나 혼자 이렇게
먼 하늘 보며 가슴 아픈데
헤어짐을 뱉은
너도 어디선가 아파할까
너도 나도 많이 아플거야
그 날 이후
나의 사랑은 나의 상처는
모두 하늘에 다 묻어 버릴게
우리 이제 이쯤에서 그만 헤어져
날 추억으로 남겨줄래
너무 아픈 내 맘 넌 알 수 없겠지
괜찮아 꼭 행복해야해
나의 행복은 나의 사랑은
어쩜 다시 오지 못 할 것 같아
너의 곁에 안은 추억 잊지 말아요
내 전부를 잊는 대신
그 날 이후 넌 새로운 시작하겠지만
난 한심하게
그 시간 그대로 멈춰 있어
돌아갈 수 없는 길목에
내 영혼 쓰러져
뿌려진 눈물은 남은 추억마저 덮어
그 날 이후 어쩜
나는 죽은것만 같아
너 한 사람 믿고 살았기에 그런가봐
나의 사랑은
그 날 이후 죽어버렸지만
너의 사랑은
그 날 이후 숨을 쉬길 바라",제이아워(J-Hour),2014.05.21,15,발라드
아주 흔한 이별이야기 (Feat. 이승조 & 최정은),"지독한 아픔이 시작될 줄 모르고
미쳐갈 내 맘 눈치조차 못채고
그렇게 우리는 처음 만났고
그렇게 너와 나는 연인이 되었어
수줍은 너의 고백 받아 기분 좋았고
예쁜 네 미소가 너무 좋아 설레였던
예전 네 모습은 아직 내게 그대론데
사랑한다 했잖아 그랬던 너잖아
그런데 어떻게
네가 먼저 이별을 말해
어떻게 네가 내게
이럴수가 있어
헤어지자는 네 말이
아직도 내 귀에 울려
난 믿을수 없는 악몽에 갇혔어
우리 함께 만든 긴 추억의 터널을
지나쳐 넌 새로운 사랑
찾으려만해
헤어지자네 그래 헤어져줄께
하지만 지금은 아냐
오늘은 아니라고
사랑이 떠난다 날 두고 떠난다
아주 흔한 이별 이야기 시작된다
눈물이 흐른다 가슴이 아프다
네가 네가 없어서
널 사랑하는 내 맘 알고 있잖아
누구보다 나를 너무 잘 알잖아
사랑이 부족했고 소홀했어 인정해
나 자리잡고
너 행복하게 해주려했어
그 시간이 네게
외로움의 시간였지
그래 다 알아 조금만 참자
우리 조금만 더 견디자 안되겠니
결국 너도 별 수 없는 여자였니
사랑에 지치고 이별을 꿈꾸며
새로운 사랑에 한걸음 다가섰니
이제 난 좋은 추억으로 자리한거니
사랑한다는 말을 먼저 했었잖아 너
헤어지자는 말도 먼저 꺼내는거니
널 두고 내가 어떻게 돌아서겠니
한없이 착한 널 두고 어떻게 내가
잊겠니 널 지워낼수 있겠니
우리 사랑했던 시간 모두 지워요
우리 함께 했던 추억 모두 버려요
이젠 그만해요 여기까지요
날 놓아요 그대 날 버려요
사랑에 대한 내 감정은 변하지 않아
추호도 의심도 후회도 남기지 않아
그게 널 향한 내 심장이었고
그게 널 향한 내 숨소리였어
헤어져 그래 나도 널 잊을테니
네가 날 떠나 얼마나 잘 살지 두고봐
걱정이 되는 이 맘 넌 알기나 해
대체 뭘 믿고 나를 떠나겠다는거야
1년의 짧은 시간 나와 보냈던
그 시간만큼 절대 잊지 않길 바래
날 잊어도 날 욕해도
우리 함께 했던 기억만은
잊지 말고 욕하지 마
참 못된 여자라고 생각이 드는데
잘 해준게 없는 여자라서
가슴이 아프네
헌 사랑을 새 사랑으로
잊어가는 너
난 그렇게 못해
잘가렴 내 사랑아",제이아워(J-Hour),2014.05.21,6,발라드
좋은 사람,"그댄 내게 좋은 사람이죠
날 아껴주는 사람
하루라도 그대 없이는 못살것같아
사랑해요 내안에 한사람
내 마음에 있는 한사람
당신만 사랑해요
처음본 느낌 아직도 기억해
웃는 모습이 정말 따뜻하게 느껴져
사랑이겠죠 자꾸 보고싶어져
내사랑아 나의 사랑아 사랑해요
그댄 내게 좋은 사람이죠
날 아껴주는 사람
하루라도 그대 없이는 못살것같아
사랑해요 내안에 한사람
내 마음에 있는 한사람
당신만 사랑해요
내가 얼마나 행복한지 몰라
아무것도 못하고 그대만 떠올리죠
이젠 마음껏 표현하고 싶어져
내 사랑아 나의 사랑아 사랑해요
그댄 내게 좋은 사람이죠
날 아껴주는 사람
하루라도 그대 없이는 못살것같아
사랑해요 내안에 한사람
내 마음에 있는 한사람
당신만 사랑해요
부족한게 많은 날 사랑해줘서
너무 감사해 하나뿐인 나의
내 사랑아
그댄 내게 큰선물이에요
최고의 선물이죠 너무나
아름다운 사랑 내게 준거죠
사랑한다 말하지 않아도
그사랑을 느낄수있어
당신만 사랑해요
좋은 사람같아요",루피나,2014.05.21,105,발라드
나의 아이들에게,"오랫동안 날 지켜준
소중한 내 아이들
몰아치는 시간에 막막해 해
어떠한 말도 위로가 안 돼
어떠한 충고도 도움이 안 돼
쓰러지지 않게 이겨낼 수 있게
지켜주면서 지켜보면서
하지 못했던 말 하려했던 말
나 여기에 담는다 들어봐
비교하고 작아져 답답함엔 한숨만
나만 쳐지는 것 같고 해도
안 되는 것 같고
돌머리인가 보다 여기까진가 보다
약해질 대로 약해져
울먹이는 너에게
밥은 먹었니 아픈 데는 없지
아 시간이 참 빠르다 그치
지쳐 보이는 힘겨운 너의 모습
무거운 발걸음 더 무거울 네 마음
약해지지 마 두려워하지 마
너 자신을 믿고 한걸음씩 다시
늘 변함없이 난 여기 있을게
언제든 원할 땐 내게와 내려놓도록
내게와 내려놓도록",The SB,2014.05.20,9,발라드
마술,"나 요즘 이상해요
자꾸 뭔가에 홀린 아이처럼
종이에다 그대를 그리곤 하죠
그대 처음 본 순간
갑자기 멍해지더니
자꾸 그대 생각만 나서
나 왜이러죠 정신나간
사람마냥 나도 몰래
밑도 끝도 없이
왜 자꾸 그대 생각나져
내게 대체 뭘한거죠
마술이라도 부렸나요
이 순간도 그대 얼굴 떠올라요
네게 달려가 따지면서
풀어달라 하고파도
미쳤나봐요 풀고 싶지가 않아요
나 정말 어떡하죠
내가 착각한거라 생각하고
한숨자려 침대에 또 누워봐도
눈감은 동시에
그대 얼굴 떠올라
순간 나도 깜짝 놀라죠
나 왜이러죠 나사하나
빠진사람 마냥 계속
시도 때도 없이
왜 자꾸 그대 떠오르죠
내게 대체 뭘한거죠
마술이라도 부렸나요
이 순간도 그대 얼굴 떠올라요
네게 달려가 따지면서
풀어달라 하고파도
미쳤나봐요 풀고 싶지가 않아요
대체 내게 무슨일이
일어나고 있는거죠
그댈 마주치기만 해도
심장은 요동쳐요
대체 그대 정체가
뭐예요 도대체
그대만 보면 나 이래요 마술처럼
이유조차 모르겠죠
그냥 그대 보고파요
미치겠어요 나 정말로 왜이러죠
내가 진짜 그대만에
마술에 걸렸나봐요
이 순간조차 그대가 보고픈걸 보니
내게 대체 무슨 마술을 부린거죠",윤호상,2014.05.21,128,발라드
Love Letter (Acoustic Ver.),"널 만난 그날 이후로
내겐 아주 커다란 고민이 생겼어
어떻게 널 놀래줄까
기쁘게 해줄까
오 행복한 고민
나를 어지럽게 해
Oh boy
너의 그 눈빛 속에
너의 그 미소 속에
푹 빠져 버린 날
이젠 말릴 수 없어
나의 사랑을 믿어
네게 눈물은 없어
내 소중한 사랑
언제까지 내 곁에
맨 처음 내 손잡던 날
네 머릿속에는 또 다른 생각이
언제쯤 날 안아줄까
화난 척 해볼까
오 떨리는 가슴
좀 더 용기를 내봐
Oh boy
I'll live in your eyes
I'll live in your heart
내 맘속엔 항상
네가 숨쉬고 있어
나의 사랑을 믿어
네게 눈물은 없어
내 소중한 사랑
언제까지 내 곁에
Oh boy
I'll live in your eyes
I'll live in your smile
내 맘속엔 항상
네가 숨쉬고 있어
부끄러 말 못한
나의 사랑을 담아
너에게 띄울게
this is my love letter",베리굿 (BerryGood),2014.05.22,228,발라드
비 갠 아침 바람의 향기 (Feat. 최승호),"5월이 그린 세상처럼
언제나 푸르게 웃던 너인데
왜인지 요즘들어 쓸쓸해 보여
힘겨운 세상에 슬픈 비를 맞는 듯이
누구나 한번쯤은
남 모를아픈 상처를 안고
희미한 미랠 향해 걸어간 것처럼
오늘은 차가운 비를 맞고
지쳐 잠이 들어도
내일은 비 갠 아침
바람의 향기가내릴거야
지금 소중한 그 무엇도
인연이 다하면 떠나가고
그렇게 외로운 길 혼자 남게 되도
시간을 믿어봐 모든건 지나가니까
누구나 한번 쯤은
남 모를아픈 상처를 안고
희미한 미랠 향해 걸어간 것처럼
오늘은 차가운 비를 맞고
지쳐 잠이 들어도
내일은 비 갠 아침
새로운 세상이 열릴거야",Mayflower,2014.05.26,80,발라드
여전히 뜨겁게 (Inst.),"한동안 뜨거웠던 사랑이
힘 없이 익숙해져 버렸지
사람이 그래요 모두가 말하죠
다 줄 듯 타버리는 사랑이라고
희미한 불빛 사이로
무심코 식어버린 우리 두 사람
유난히 뜨거웠던 사랑은
점점 저 꽃잎처럼 물들어
바람에 흩날리듯 춤을 추다 사라져
한 여름 밤의 꿈처럼
원하지 않았었던 눈물이
어느새 내 눈앞에 서있죠
그대는 어디로 어디로 갔나요
이별이라 해도 날 데려가 줘요
희미한 기억 너머로
힘겹게 타오르던 우리 두 사람
유난히 뜨거웠던 사랑은
점점 저 꽃잎처럼 물들어
바람에 흩날리듯 춤을 추다 사라져
한 여름 밤의 꿈처럼
태풍 같은 아픔이 지나가고
우린 다시 말해요 오오
너를 사랑해
점점 더 타오르는 별처럼
바람에 흩날리듯 춤을 추다
여전히 뜨겁게 사랑 할래요",백지영,2014.05.26,84,발라드
웃는 바보,"잊고있던 너의 기억 우리의
시간들이
자꾸 내맘 속에 들어와 싫어
사랑이라 생각했던 지난 날의
추억들이
이제와 내 숨을 조여와
제발 나를 안아달라고 매일 밤
울며 기도했지
애써 모른척한 너를 알면서
돌아서는 너를 보면서 아무 말도
하지 못 했어
나는 못난 바보인가봐
내게 했던 약속들이 그 뻔한
거짓말이
나를 너무 아프게해 싫어
사랑한다 말했었던 행복했던
순간들도
이제와 내 숨을 조여와
제발 나를 잡아달라고 매일 밤
울며 기도했지
애써 모른척한 너를 알면서
돌아서는 너를 보면서 아무 말도
하지 못 했어
아직 너를 사랑하나봐
돌아서는 너를 보면서 아무 말도
하지 못 했어
나는 웃는 바보인가봐
아직 너를 사랑하나봐",현욱,2014.05.27,45,발라드
