제목,가사,가수,발매일,좋아요수,장르
봄이니까,"이른 아침 눈부신 햇살과
스며드는 달달한 커피가
널 생각하게 해 떠오르게 해
my baby
잠시 창가에 기대어
너의 얼굴을 그리며
난 콧노래를 불러
루루루루루 my baby
넌 넌 너무 귀엽잖아 많이
예쁘잖아 사랑스럽잖아
이럴 땐 네 손잡고 놀러가고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아 많이 멋있잖아
사랑스럽잖아
이럴 땐 너의 품에 안기고 싶어
봄이니까 봄이니까
가로수길 혼자 걷다가
나도 모르게 웃음이 나와
날 궁금하게 해 설레이게해
my baby
오늘 하룬 어땠는지
자꾸 자꾸 묻고싶어
난 네 이름을 불러
루루루루루 my baby
넌 넌 너무 귀엽잖아
많이 멋있잖아 사랑스럽잖아
이럴 땐 너의 품에 안기고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아 많이
예쁘잖아 사랑스럽잖아
이럴 땐 네 손잡고 놀러가고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아 많이
예쁘잖아 사랑스럽잖아
이럴 땐 네 손잡고 놀러가고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아 많이 멋있잖아
사랑스럽잖아
이럴 땐 너의 품에 안기고 싶어
봄이니까 봄이니까
달콤한 너를 내 곁에 두고싶어
이 세상 누구보다 더 사랑해 줄게
지금 내 맘은 변할일 없으니까
넌 넌 너무 귀엽잖아 많이
예쁘잖아 사랑스럽잖아
이럴 땐 네 손잡고 놀러가고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아 많이 멋있잖아
사랑스럽잖아
이럴 땐 너의 품에 안기고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아
많이 예쁘잖아 사랑스럽잖아
이럴 땐 네 손잡고 놀러가고 싶어
봄이니까 봄이니까
넌 넌 너무 귀엽잖아 많이
멋있잖아 사랑스럽잖아
이럴 땐 너의 품에 안기고 싶어
봄이니까 봄이니까",현욱,2014.05.27,111,발라드
부지런히 게으르게,"의미 없는 시간은 없지
반복 속에서 나를 찾는거야
유일한 내가 되기 위해
반복 속에서 나를 찾는거야
또 하루
오늘이 어제인지 어제가
내일일지
Copy and paste
부지런히 게으르게 이틀을
하루처럼
어렵게 생각말자 한숨 한번 쉬고
내일의 나를 찾아
그래 새롭게
의미 없는 시간은 없지
반복 속에서 나를 찾는거야
유일한 내가 되기 위해
반복 속에서 나를 찾는거야
또 하루
시간이 언제까지
기다리진 않으니까
Won't wait for me
머리엔 불안함이
이대로도 괜찮을지
어렵게 생각말자
한숨 한번 쉬고
내일의 나를 찾아
그래 새롭게
의미없는 시간은 없지
반복 속에서 나를 찾는거야
유일한 내가 되기 위해
반복 속에서 나를 찾는거야
의미없는 시간은 없지
반복 속에서 나를 찾는거야
유일한 내가 되기 위해
반복 속에서 나를 찾는거야
또 하루",더 블라인드,2014.05.27,54,발라드
비의 랩소디 (Inst.),"이젠 눈물 그쳐 나를 봐요
우는 그대 낯설어 보여
내게 이 모습조차 더 남지 않도록
그냥 고개 돌려요
그저 미안한 마음뿐이죠
그댈 위해 해줄게 없어
모두 이해할게요 그댈 아끼는 맘
그분들도 같을 거란 걸
한참동안을 비틀거렸죠
그댈 사랑했던 그만큼
떠나가요 아주 먼 곳으로 그대소식
내게 올수 없을 그만큼
다 잊어요 내겐 마지막이 될
사랑도 모두 다 버려두고 갈게요
나를 위해 많이 애썼단 걸 알고
있죠 난 감사해요
허나 이룰 수 없는 건 어쩔 수 없죠
내가 용기 낼게요 이젠
죽는 날까지 사랑한대도
가질 수 없는 그대인 걸
떠나가요 아주 먼 곳으로 그대소식
내게 올수 없을 그만큼
다 잊어요 내겐 마지막이 될
사랑도 모두 다 버려두고 갈게요
떠나가요 아주 먼 곳으로 그대소식
내게 올수 없을 그만큼
혹시라도 내가 그리울 때면 세상에
내가 없다고 믿어요
그렇게 믿어요",소향,2014.05.27,49,발라드
I Know,"말할 수 없죠
눈물이 나도
날 웃게 하는 건
그대 한 사람 뿐인걸
i know 난 혼자 있어도
늘 그대와 난 둘이죠
i know 내 하루하루는
그대 뒤에서 그저 바라보기만 하죠
바본가 봐요
그대만 보면
한걸음도 못가
다시 제자리니까요
i know 난 혼자 있어도
늘 그대와 난 둘이죠
i know 더 가까이 가면
멀리서라도 그댈 지킬 수 없는 나죠
i know 난 혼자 있어도
늘 그대와 난 둘이죠
i know 더 가까이 가면
멀리서라도 그댈 지킬 수 없는 나죠",조성민,2014.05.28,156,"발라드, 국내드라마"
마음으로부터 (Feat. 김성진),"혼자 타고 가는
파란 버스 안에서
신호를 기다리는 동안
슬그머니 창문을 열자
바람타고 흘러 들어오는
아카시아 향기
그리고 문득 드는 너의 생각
오늘 하루는 어땟을까
오늘 하루는 어땟을까
말갛게 웃던 니 얼굴 떠올라
터덜터덜 집으로 가는 발걸음은
더디어만 가고 달빛 한조각
날 따라 비추네
이렇게 니가 보고 싶은
이 마음으로부터 널 노래해
이렇게 니가 보고 싶은
이 마음으로부터 널 노래해
이렇게 니가 보고 싶은
이 마음으로부터 널 노래해
이렇게 니가 보고 싶은
이 마음으로부터 널 노래해",천지현,2014.05.28,52,발라드
정말이예요,"난 괜찮아요 조금도 아프지
않았어요 이별이 내 곁으로
온 줄도 모르고 살았었죠
준비할 시간이 많아 좋았어요
생각만큼 외롭지도 않았어요
숨막힐만큼 가슴도 답답하지
않았죠 그래서 괜찮아요 난
아무렇지도 않아요 난 그대처럼
사랑이라는 이름의 거짓
그리고 이별이란 이름의 진실
당신께 배웠죠 영원이라는 이름의
사랑은 없단 걸
마지막까지 나를 걱정해줘서
고맙고 미안했어요 봐요
아무렇지도 않아요 정말이예요
그댄 어때요 혹시나 힘들진
않았나요 나 없는 빈 자리에
혹시나 외롭진 않았겠죠
다 거짓이죠 사랑한단 말
다 거짓이죠 그래서 떠났겠죠
날 그래서 버렸죠
날 그게 대답이죠
사랑이라는 이름의 거짓 그리고
이별이란 이름의 진실
당신께 배웠죠 영원이라는 이름의
사랑은 없단 걸
마지막까지 나를 걱정해줘서
고맙고 미안했어요 봐요
아무렇지도 않아요 정말이예요
난 괜찮아요 단 한번도 눈물 흘린
적 없어요 하나도 변함없어요
그대가 없어도 행복해요
사랑이라는 이름의 거짓 그리고
이별이란 이름의 진실
당신께 배웠죠 영원이라는 이름의
사랑은 없단 걸
그래요 난 괜찮아요 정말이예요
이별이라도 그대와 함께 했으니
족해요 그래서 괜찮아요
정말 난 괜찮아요 정말이예요",동네친구들,2014.05.28,48,발라드
Call Me (Feat. 디아니),"call me in your love
call me in your love
언젠가 듣던 멜로디처럼
익숙한 사람 그대
tell me in your love
tell me in your mind
일기장 속의 이야기처럼
수줍은 사랑 그대
사랑한단 말이 듣고 싶어요
보고싶단 말이 듣고 싶어요
그리운 이밤
그대 생각에 잠 못 드는 데
missing you
사랑한단 말이 하고 싶은 데
꿈처럼 멀게 느껴지네요
그대의 맘도 나와 같다면
call me in your love
tell me in your love
tell me in your mind
사랑을 하면 나도 모르게
바보가 되죠 그대
사랑한단 말이 듣고 싶어요
보고싶단 말이 듣고 싶어요
그리운 이밤
그대 생각에 잠 못 드는 데
missing you
사랑한단 말이 하고 싶은 데
꿈처럼 멀게 느껴지네요
그대의 맘도 나와 같다면
call me in your love
call me in your love
call me in your love
call me in your love
내 가슴 속에 메아리처럼
울리는 사랑 그대
tell me in your love
tell me in your love
tell me in your love
tell me in your love
듣고 싶은 말 하고 싶은 말
사랑한다는 그 말
call me in your love",에스프레소,2014.05.29,480,발라드
그런 건 없었어,"난 태어났을 때부터 그렇듯
시작은 언제나 울음과 나란히
해야 하는 건 줄 알았어
여전히 내 마음은 온전치 못한 채로
세상이란 무거운 먼지가 다가와
끊임없이 나를 더럽힐 때에도
어쩜 너를 만나기 위한
수 많은 날들 중에
한 날 뿐이었음을
열병과 같은 것들이 이룬
한담이었을지도 모르지
그런 건 없었어
내겐 사랑
그런 건 없었어
내겐 그저
반복된 일상과 사람
그 외의 것들이 다인 줄만 알았어
그래 그런 건 몰랐어
기다렸지 조용히
혹여나 사라질까 봐
매일 보던 내 모습
사실은 여전히 그대로였어
대답 없는 나를 돌아보다
문득 든 생각이 나를 덮쳐
잊지 않으려 발버둥 친 날들에도
그런 건 없었어
내겐 사랑
그런 건 없었어
내겐 그저
반복된 일상과 사람
그 외의 것들이 다인 줄만 알았어
그래 그런 건 몰랐어",유보영,2014.05.30,529,발라드
헤어졌어요 (Feat. H유진),"우리 헤어졌어요 내가 왜 궁금해요
oh 헤어졌어요
I'm sorry it's gonna be a
another day of seperation
힘들게 지켜온 사랑도
어느새 벌써 일년
서로를 잘 안다고 생각했지 아닌걸
매번 느끼면서도
난 네게 아무 말도 못했어
그래 난 못됐어 원한다면 얼마든지
실컷 나를 욕해
하지만 넌 못해 no you can't
이쯤에서 너는 나를 보내줘야
할 것 같아
이별을 막을 순 없을 것 같아
터져 나온 울음은 또 참기는 싫어
또 다시 난 너 때문에 아프긴 싫어
I Don't wanna see u no more so
get away from me
Nothing to say no more what
U wanna hear from me
사랑 뭐 별거 없어 아파 할 필요
없어 어차피 사랑이란
영원할 수 는 없어
그냥 가줘 멀리 가줘 제발
뒤돌아보지마
모르 는척 모르는 척 그냥
스쳐 지나가
혹시라도 혹시라도
뒤를 돌아보아도
못본척 해 아닌척해 혹시 또 널
잡을지 몰라 그래
오오 헤어졌어요
오오 가슴 아파도
오오 우린 정말 우린 정말
헤어졌어요
사랑은 천사 이별은 악마 사랑은
천국 이별은 지옥
사랑은 뜨겁고 이별은 차가워
사랑은 설레이고 이별은 두려워
사랑은 달고 이별은 쓰다
사랑은 너 이별은 나
터져 나온 울음은 또 참기는 싫어
또 다시 난 너 때문에 아프긴 싫어
I Don't wanna see u no more so
get away from me
Nothing to say no more what
U wanna hear from me
사랑 뭐 별거 없어 아파 할 필요
없어 어차피 사랑이란
영원할 수 는 없어
그냥 가줘 멀리 가줘 제발
뒤돌아보지마
모르 는척 모르는 척 그냥
스쳐 지나가
혹시라도 혹시라도
뒤를 돌아보아도
못본척 해 아닌척해 혹시 또 널
잡을지 몰라 그래
이별이 다가온다 니 손을 잡는다
어쩔 수 없이 넌
그 손에 이끌려간다
아무말 못한채 You couldn't find
the way back
피할 수 없는 이별의
길을 넌 걷는다
이별이 다가온다 니 손을 잡는다
어쩔 수 없이 넌
그 손에 이끌려간다
아무 말 못한 채 You couldn't
find the way back
and you will never gonna find
the way back
그냥 가줘 멀리 가줘 제발
뒤돌아보지마
모르 는척 모르는 척 그냥
스쳐 지나가
혹시라도 혹시라도
뒤를 돌아보아도
못본척 해 아닌척해 혹시 또 널
잡을지 몰라 그래
오오 헤어졌어요
오오 가슴 아파도
오오 우린 정말 우린 정말
헤어졌어요",D. Heaven,2014.05.30,80,발라드
같은자리 (Acoustic Ver.),"오늘도 그댄 말이 없네요 혹시
내가 뭘 잘못했나요
처음 내게 보였던 그대 모습은
더이상 찾기 어려워진 것 같네요
무슨 말을 할까요 그대가 원한
그말 아닐지도 몰라
바보 같은 나는 아직 사랑하는데
처음 그대로인데
혼자만 멀리서 있네요 같은 자리
그곳에 난 있는데
아직 남아 있는데 오늘도 그대는
더 멀어지네요
무슨 말을 할까요 그대가 원한
그말 아닐지도 몰라
바보 같은 나는 아직 사랑하는데
처음 그대로인데
혼자만 멀리서 있네요 같은 자리
그곳에 난 있는데
아직 남아 있는데 오늘도 그대는
더 멀어지네요
잔인하게 하진 말아요
나도 어쩔 수 없는데
이런 내가 부담스럽고 이럴수록
점점 내게서 더 멀어져가는게
보여요 그대
사랑한다 영원하자 말하던
그대 정말 이렇게 내게서
멀어져가나요
같은 자리 그곳에 난 있는데
아직 남아 있는데 오늘도
그대는 더 멀어지네요",바닐라 어쿠스틱,2014.05.30,261,"발라드, 국내드라마"
화이트데이 (Feat. 지주민),"일년 전 오늘은 구름 가득
흐린 날이었어 기억나니
날 위해 준비한 네 손안엔
예쁜 장미꽃과 작은 사탕
정성스럽던 손 편지는
진심이 아니었는지 몰라
내가 참 바보깉았어
달콤한 사탕을 물다가
가끔 너의 생각이 나곤 해
그 생각의 끝엔 씁쓸한 웃음만
버스 창 너머로 보이는
함께했던 곳들을 지날때면
가끔 생각나
I don't want to remember
널 깨끗이 잊고싶어 사탕처럼
녹아버린 그 사랑을
우연히 마주친 너의 곁에는
다른 여자가 함께있어
애써 모른 척 못본 척
항상 곁에 있겠다던 약속
내가 참 순진했었어
달콤한 사탕을 물다가
가끔 너의 생각이 나곤 해
그 생각의 끝엔 씁쓸한 웃음만
버스 창 너머로 보이는
함께했던 곳들을 지날때면
가끔 생각나
I don't want to remember
널 깨끗이 잊고싶어 사탕처럼
녹아버린 그 사랑을",김영준,2014.05.30,4,발라드
십년이 지나도 (Inst.),"시간흐르면 그대는 알까요
바보같이 매일 기다리는 내 맘을
웃고있네요 아픈맘도 모른체
곁에있어도 그립기만 하죠
다가갈수록 더 멀어질까봐
말못하죠
사랑한다면 다신 못볼까봐
내욕심에 널잃게 될까봐
그냥 바라보죠
일년이 지나도 십년이 지나도
너를 향한 내마음은
변하지 못할거 같아
죽어도 난 못해 다른 사랑 절대 못해
가슴아파도 말못하고 너의
곁에서만 우는 바보니까
다가갈수록 더 멀어질까봐
말못하죠
사랑한다면 다신 못볼까봐
내욕심에 널잃게 될까봐
그냥 바라보죠 오
일년이 지나도 십년이 지나도
너를 향한 내마음은 변하지
못할거 같아
죽어도 난 못해 다른 사랑 절대 못해
가슴아파도 말못하고 너의
곁에서만 우는 바보니까
아무리 욕해도 좋은 기억들이
계속 널 떠올려서
아직도난 지우지 못해
널 갖고 싶어
시간이 지나고 네가 날 지워도
아프지만 아프지만
이렇게 널 기다릴께
네가 떠난뒤에 아무것도 하지못해
고장나버린 시계처럼 가만히
있을께 네가 올테니까",모세,2014.05.30,16,발라드
